ID,Name,Handle,TweetText,TweetCreateTime,TweetURL,ReplyCount,QuoteCount,RetweetCount,LikeCount,BookmarkCount,Views,AllImageURL,VideoURL,Bio,CanDM,AccountCreateDate,Location,FollowersCount,FollowingCount,TotalFavouritesByUser,MediaCount,ProfileBannerURL,ProfileURL,AvatarURL,PostCount,Verified,IsBlueVerified
1796627960709120474,PlayStation,@PlayStation,"Full State of Play recap: https://t.co/OSet0czZNz

Astro Bot
Concord
God of War Ragnarök (PC)
Monster Hunter Wilds
Silent Hill 2
Ballad of Antara
Dynasty Warriors: Origins
Path of Exile 2
Infinity Nikki
Marvel Rivals
Behemoth
Until Dawn
Where Winds Meet
Alien: Rogue Incursion https://t.co/HCGQW6LpSz",2024-05-31 21:41:00,https://x.com/PlayStation/status/1796627960709120474,490,51,453,4060,176,574636,https://pbs.twimg.com/amplify_video_thumb/1796322023637196800/img/I_j8b6WoweIbEXM6.jpg,https://video.twimg.com/amplify_video/1796322023637196800/vid/avc1/1280x720/HKNMNZXpDvecXejS.mp4?tag=14,"Official Sony Interactive Entertainment account. Updates on PS5, PlayStation VR2, PlayStation Plus, PS4 and more. Support: @AskPlayStation",false,2007-11-28 00:37:20,California,37941482,775,1457,25499,https://pbs.twimg.com/profile_banners/10671602/1718966025,https://x.com/PlayStation,https://pbs.twimg.com/profile_images/1278183948279922690/ybnDHXn7_normal.jpg,45492,false,true
1796628469998076009,Pyo 5️⃣,@mrpyo1,@PlayStation Summary; Astro was the best part by far 😍,2024-05-31 21:43:01,https://x.com/mrpyo1/status/1796628469998076009,10,0,5,282,1,15459,,,"HYPE, news and updates🔥
Love PlayStation, gaming and lifting heavy! 💪
Other Socials:
https://t.co/zCstUytLLc
YouTube channel 👇",true,2011-07-18 00:09:42,Contact:pyowhitewolf@gmail.com,84104,645,288660,11465,https://pbs.twimg.com/profile_banners/337354088/1626520302,https://x.com/mrpyo1,https://pbs.twimg.com/profile_images/1662455053590962186/_E9m5m5F_normal.jpg,139542,false,true
1796643913518010753,🇺🇲 No-Life King 🇵🇷 🇮🇹,@JaimeKing1989,@PlayStation Do better,2024-05-31 22:44:23,https://x.com/JaimeKing1989/status/1796643913518010753,5,0,0,5,0,1576,,,"Honesty, integrity, and straight forward. Moral, genuine, and hard-working. Uncompromised, realistic, and logical. Leader, adjucator, psychologist.",true,2009-03-23 03:39:03,"East Harlem to Texas ",85,9,12,57,https://pbs.twimg.com/profile_banners/25927442/1623075877,https://x.com/JaimeKing1989,https://pbs.twimg.com/profile_images/1620866522477469696/aHyqyS0U_normal.jpg,508,false,true
1796822083629879371,Ｔｈｅ Ｂｏｏｋ Ｏｆ Ｘ,@STONE_KINGx,@PlayStation #Astrobot and #MonsterHunterWilds stole the show. https://t.co/i4nErN5vbB,2024-06-01 10:32:22,https://x.com/STONE_KINGx/status/1796822083629879371,5,0,0,1,0,879,https://pbs.twimg.com/tweet_video_thumb/GO-YKODWMAABYxJ.jpg,undefined,,true,2016-01-24 00:06:44,WBG Podcast/ TTS Xbox Podcast,1642,1894,40215,14424,https://pbs.twimg.com/profile_banners/4840025494/1719010286,https://x.com/STONE_KINGx,https://pbs.twimg.com/profile_images/1803308955101220864/HnHswwFj_normal.jpg,23062,false,true
1796628383381561553,Julien ,@MajorDcp,@PlayStation Me after seeing the #StateofPlay 🥹 https://t.co/PKzNiF4Fp5,2024-05-31 21:42:40,https://x.com/MajorDcp/status/1796628383381561553,1,0,1,70,0,6387,https://pbs.twimg.com/media/GO7n_nHXoAA5moy.jpg,,"I share my passion for video games and movies. 
The Last of us 🌿
Trophy Hunter : MajorDcp 🏆
https://t.co/vsEih7AtnU",true,2021-02-28 20:22:22,France,9615,9862,37054,6924,https://pbs.twimg.com/profile_banners/1366091349326524417/1675417260,https://x.com/MajorDcp,https://pbs.twimg.com/profile_images/1475598744997576708/Ns7bbOOb_normal.jpg,25589,false,true
1796629703786143865,Jivesh,@Jivesh1995,@PlayStation Can we get the PlayStation PC launcher already pls,2024-05-31 21:47:55,https://x.com/Jivesh1995/status/1796629703786143865,6,0,1,8,1,5420,,,Fear the Old Blood...,false,2011-05-26 20:19:46,Various Fictional Universes,292,377,26163,1944,https://pbs.twimg.com/profile_banners/305732695/1517790142,https://x.com/Jivesh1995,https://pbs.twimg.com/profile_images/1755019414972313601/jXFncpTy_normal.jpg,8991,false,true
1796628640093835625,Mia ❄️,@Mialygosa,@PlayStation Will be playing,2024-05-31 21:43:42,https://x.com/Mialygosa/status/1796628640093835625,1,0,0,5,0,4043,,,"👑 Vtuber Argentina

🍎 Anime y Politica

🍋 Limonista de Lemoine

💻 Gamergirl

✏️ Fanart : #MialygosART

🐲 Secundaria: @Ministerio_IA

⭐ #VtuberES - #VLLC",true,2023-05-26 06:08:32,Argentina,17658,1933,24873,6581,https://pbs.twimg.com/profile_banners/1661947381544353794/1717598168,https://x.com/Mialygosa,https://pbs.twimg.com/profile_images/1761107059750121472/_D4N0NCQ_normal.jpg,27305,false,true
1796628811540287991,Marco Kelly,@MarcoKelly_23,"@PlayStation Very disappointing, Im all for Sony but Xbox did it better this time around. Do better Sony 🤷🏿‍♂️",2024-05-31 21:44:23,https://x.com/MarcoKelly_23/status/1796628811540287991,7,0,0,40,0,6845,,,"Gaming and Tech  🌖
 Never let yesterday take up too much of today 🕝
For the benefit of all  #nasa 🚀
FigminXr content creater
Gemini created content #google",true,2015-12-03 14:53:44,,456,857,18119,1269,https://pbs.twimg.com/profile_banners/4442050826/1506023884,https://x.com/MarcoKelly_23,https://pbs.twimg.com/profile_images/1718878680557215744/j5i452jC_normal.jpg,13348,false,true
1796629755984302314,GermanStrands,@GermanStrands,@PlayStation ASTRO BOT is a huge win. https://t.co/lxI36OiimF,2024-05-31 21:48:08,https://x.com/GermanStrands/status/1796629755984302314,9,2,5,288,4,13042,https://pbs.twimg.com/media/GO7pC0NWIAA6LT0.jpg,,"PlayStation Coverage #PS5 | News, GIFs & Art | Followed by PlayStationDE, KojiPro, Santa Monica Studio, Square Enix DE & more | Reviews 🖊️",true,2014-01-29 23:10:05,Germany,52407,1050,145808,12615,https://pbs.twimg.com/profile_banners/2317802312/1579803198,https://x.com/GermanStrands,https://pbs.twimg.com/profile_images/1253734683680047106/5EUeGF6-_normal.jpg,74401,false,true
1796629036896072068,Next Level Play | Gaming & eSports hub,@Next_LVL_Play,@PlayStation People really need to chill with all the hate.,2024-05-31 21:45:16,https://x.com/Next_LVL_Play/status/1796629036896072068,5,0,0,1,0,1883,,,"🟢| Helping Skilled players get EVEN BETTER with:
👾| Gameplay, 💬Pro analysis & 📰eSports News 
🌟| Follow for more
#gaming & #eSports",false,2023-07-05 16:38:06,,63,48,1865,321,https://pbs.twimg.com/profile_banners/1676601282591637505/1714652612,https://x.com/Next_LVL_Play,https://pbs.twimg.com/profile_images/1786008617021272064/serLC7fP_normal.jpg,1737,false,true
1796676293557116942,AstroCyborg,@AstroCyborg,@PlayStation Thank god for Astro bot,2024-06-01 00:53:03,https://x.com/AstroCyborg/status/1796676293557116942,2,0,0,10,0,2428,,,,false,2013-11-15 05:41:20,Earth,2024,897,54078,55697,https://pbs.twimg.com/profile_banners/2195310499/1709203565,https://x.com/AstroCyborg,https://pbs.twimg.com/profile_images/1728055562229714944/YO8wgwdR_normal.jpg,80150,false,true
